lang	dem	synt_pos	anim	role	anaphor_device	anaphor_form	anaphor_referent	anaphor_start	anaphor_end	anaphor_sentence_transcription	anaphor_sentence_translation	filename	length_words
bkh	GO	INDEP	ANIM	protagonist	GO	gow	boy	89.5239498831491	89.74578841613314	Gow ceasar udado wacʼarudi haʁa goluj	Когда он чуть отъехал подальше, они увидели	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	goluj	boys	91.5632661097905	92.0038620850227	Gow ceasar udado wacʼarudi haʁa goluj	Когда он чуть отъехал подальше, они увидели	bkh_pears_ptm_1.TextGrid	238
bkh	GA	INDEP	ANIM	protagonist	?GA	gašːub	boy	92.58620457873171	92.94977328556666	Gašːub qʼabaɬa goɬa harčʼaχi, eχa cewšːudi kʷada gabla ibχu	Его шапку там на земле, и один из них взял её на руки	bkh_pears_ptm_1.TextGrid	238
bkh	GA	INDEP	INANIM	secondary character	GA	gabla	hat	95.47195826871848	95.75541861642031	Gašːub qʼabaɬa goɬa harčʼaχi, eχa cewšːudi kʷada gabla ibχu	Его шапку там на земле, и один из них взял её на руки	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gošːuj	boy	97.02323382954766	97.31285635872128	Waa gošːuj kːi. Gošːuχa qʼabaɬa kːarudi gošːudi	Пошел ему отдать. Ему шапку тоже отдал он	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gošːuχa	boy	97.79035552360583	98.6160878408242	Waa gošːuj kːi. Gošːuχa qʼabaɬa kːarudi gošːudi	Пошел ему отдать. Ему шапку тоже отдал он	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	INANIM	secondary character	GO	gošːudi	boy2	99.43266305950037	100.00574593637582	Waa gošːuj kːi. Gošːuχa qʼabaɬa kːarudi gošːudi	Пошел ему отдать. Ему шапку тоже отдал он	bkh_pears_ptm_1.TextGrid	238
bkh	GA	INDEP	ANIM	protagonist	GA	galuj	boys	103.30517471944363	103.77350051129883	Ce-ceb hihula ikːu galuj	По одному груше дал им	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gow	boy	104.2694163214204	104.54363339691457	Gow waa inšːubda miqʼidi	Он пошел своей дорогой	bkh_pears_ptm_1.TextGrid	238
bkh	GA	INDEP	ANIM	protagonist	GA	gal	boys	106.96246204205747	107.31678747668477	Gal la naa hihula ʁamduχuda	Они тоже пошли кушая груши	bkh_pears_ptm_1.TextGrid	238
bkh	GA	INDEP	ANIM	protagonist	GA	gal	boys	111.69196887062209	111.9507804924368	Gal racʼa gocew adamiɬi	Они дошли до того человека	bkh_pears_ptm_1.TextGrid	238
bkh	GO	ADNOM	ANIM	protagonist	GO_NP	gocew adamiɬi	man	112.34291314508222	113.15632109935706	Gal racʼa gocew adamiɬi	Они дошли до того человека	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gow	man	117.45680843024978	117.70637677985683	Gow rušeku hiƛʼa wuɬːu	Он спустился с дерева	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gošːuj	man	122.93585450696179	123.25936903423019	Hiƛʼa wuɬːarudi čʼirdu miɬaɬa bakʼarab naʁar bečʼuj wuɬːarudi, gošːuj ceb gizu misičʼa	Когда спустился груши которые собрал когда хотел пересыпать, он не нашел одну корзину	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gowla	man	128.81446845179534	129.1194964346484	Qidu hala wiχːu gowla wukʼa	Смотрит удивленно он	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	go	boys	129.83491757240148	130.08448592200853	Gol la naa gošːučʼu reƛʼaruku hamdata hihuɬi	Они тоже прошли мимо него, кушая груши	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gošːučʼu	man	130.58588585725812	131.215036524545	Gol la naa gošːučʼu reƛʼaruku hamdata hihuɬi	Они тоже прошли мимо него, кушая груши	bkh_pears_ptm_1.TextGrid	238
bkh	GO	INDEP	ANIM	protagonist	GO	gošːuj	man	135.55324489979043	135.9445434232484	Eχa bičʼičʼaχa gošːuj buɬab naʁar, huɬu buɬːu eχa	Потом не понял он тоже что произошло, и конец	bkh_pears_ptm_1.TextGrid	238
bkh	GA	INDEP	ANIM	protagonist	GA	gaw	man	10.96894420194956	11.289377638153946	Hihu bakʼarata wukʼe gaw	Груши собирал этот	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	gašːuj	boy	15.54227428668983	15.785680454575852	Eχa haʁe gašːuj gab korzinabaɬi hibcʼu beqaɬi hihuɬi	Потом увидит он эту корзину с фруктами грушами	bkh_pears_sjb_5.TextGrid	157
bkh	GA	ADNOM	INANIM	secondary character	GA_NP	gab korzinabaɬi	basket	15.810329180437728	16.71000767439619	Eχa haʁe gašːuj gab korzinabaɬi hibcʼu beqaɬi hihuɬi	Потом увидит он эту корзину с фруктами грушами	bkh_pears_sjb_5.TextGrid	157
bkh	GO	INDEP	ANIM	protagonist	GO	gow	boy	20.847757017895375	21.05110900625585	Qide gow beqi čʼirdataɬow adamiχa	Посмотрит он на человека который собирает фрукты	bkh_pears_sjb_5.TextGrid	157
bkh	GO	INDEP	ANIM	protagonist	GO	gošːuj	man	23.23848206552872	23.59280749979318	Gošːuj hiwda haʁata winsičʼarudi baqʼašːe hihuɬi korzinala wae	Пока он его не видит, украдет корзину с грушами и уедет	bkh_pears_sjb_5.TextGrid	157
bkh	HA	INDEP	ANIM	protagonist	?HA	hašːuj	boy	32.18264418106919	32.607834702186544	Danda jaχe cej čʼikʷar makʼi hašːuj	Встретил одну красивую девочку он	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	secondary character	GA	gaɬičʼu	girl	34.803607567941015	35.25652790565298	Idaɬaj čʼikʷar talu wukʼab qʼajda, gaɬičʼu weχutʼula qide	Какая она красивая подумал он, смотря ей вслед	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	INANIM	secondary character	GA	gab	?	37.21486594099639	37.49216410694249	Welosipedla, beqi gab	Велосипед и фрукты	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	galudi	boys	48.88190408371055	49.31017569556064	Galudi kumak ihu gašːuj hihu bakʼaraj	Они помогли ему собрать груши	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	gašːuj	boy	49.69839312788518	50.24990836904465	Galudi kumak ihu gašːuj hihu bakʼaraj	Они помогли ему собрать груши	bkh_pears_sjb_5.TextGrid	157
bkh	GO	INDEP	ANIM	protagonist	GO	gow	boy	54.020029828201956	54.26959817755345	Gow eχa?	Потом он	bkh_pears_sjb_5.TextGrid	157
bkh	HA	INDEP	ANIM	protagonist	HA	hawla	boy	61.58206367755148	61.9949298357379	Welosipedla ibča hawla batʼa	На велосипеде он тоже уехал	bkh_pears_sjb_5.TextGrid	157
bkh	GA	ADNOM	INANIM	secondary character	GA_NP	gab hihula	pears	62.81062121632705	63.374460820417454	Gab hihula ibχʷa	Эти груши тоже забрал	bkh_pears_sjb_5.TextGrid	157
bkh	GO	ADNOM	ANIM	protagonist	GO_NP	gol ʕoloqabaɬilja	boys	64.44285786365147	65.05599491946563	Gol ʕoloqabaɬilja nae w protiwopoložnuju storonu	Те парни ушли в противоположную сторону	bkh_pears_sjb_5.TextGrid	157
bkh	GO	ADNOM	ANIM	protagonist	GO_NP	gow beqi čʼirdata wukʼow adam	man	71.49880563795085	72.76990204781923	Eχa Ida hiƛʼa qidata gow beqi čʼirdata wukʼow adam hinʁʷa hiƛʼa	Потом посмотрел вниз тот человек который собирал фрукты, он спустился	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	gašːuj	man	74.2211978559032	74.53238801990938	Misičʼa gašːuj korzina	Не нашел он корзину	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	gawɬi	man	78.9704534980697	79.34018438599783	galada urʁatada gawɬi, hea ʁe gal habudala ʕoloqabaɬi, gow welosipedla nakʼʷa weɬa wukʼawšːuj kumek ihata wukʼow	Так же задумчиво он, приходят те трое парней, которые помогали мальчику, который был на велосипеде	bkh_pears_sjb_5.TextGrid	157
bkh	GA	ADNOM	ANIM	protagonist	GA_NP	gal habudala ʕoloqabaɬi	boys	79.90630741723547	81.07712189567457	galada urʁatada gawɬi, hea ʁe gal habudala ʕoloqabaɬi, gow welosipedla nakʼʷa weɬa wukʼawšːuj kumek ihata wukʼow	Так же задумчиво он, приходят те трое парней, которые помогали мальчику, который был на велосипеде	bkh_pears_sjb_5.TextGrid	157
bkh	GO	ADNOM	ANIM	protagonist	GO_NP	gow welosipedla nakʼʷa	boy	81.29050435111493	82.32575083731372	galada urʁatada gawɬi, hea ʁe gal habudala ʕoloqabaɬi, gow welosipedla nakʼʷa weɬa wukʼawšːuj kumek ihata wukʼow	Так же задумчиво он, приходят те трое парней, которые помогали мальчику, который был на велосипеде	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	galučʼu	boys	86.44174170169325	86.75601295643217	Galučʼu kʷadu inšːubdaɬiχi baɬin hihula haʁe	У них на руках на свои похожие груши увидел	bkh_pears_sjb_5.TextGrid	157
bkh	GA	INDEP	ANIM	protagonist	GA	galučʼu	boys	89.56672244765241	89.88715588385679	Galučʼu weχutʼu qidu gowla weχʷe, gab muse kinola buɬe	Всем им смотря он тоже стоит, и на этом месте кино тоже закончилось	bkh_pears_sjb_5.TextGrid	157
bkh	GO	INDEP	ANIM	protagonist	GO	gowla	man	90.62522359696212	90.87787303704634	Galučʼu weχutʼu qidu gowla weχʷe, gab muse kinola buɬe	Всем им смотря он тоже стоит, и на этом месте кино тоже закончилось	bkh_pears_sjb_5.TextGrid	157
kna	MED	INDEP	ANIM	protagonist	MED	hanowus	boy	34.25382303825139	34.635778289409465	hanowus rɨš gɨˤrχɨˤra ni rii.	он встречает девочку	kna_pears_alj_6.TextGrid	120
kna	MED	INDEP	ANIM	protagonist	MED	Hanowus	boy	37.75053040518282	38.07980217342254	Hanowus rɨš gɨˤrχɨˤr,	он встретив девочку	kna_pears_alj_6.TextGrid	120
kna	MED	INDEP	ANIM	protagonist	MED	hanowula	boy	40.41318411355955	40.76879762325845	rɨšera hanowula q'ak setir,	девочка сняла с него шапку	kna_pears_alj_6.TextGrid	120
kna	MED	INDEP	ANIM	protagonist	MED	had	boy	42.713588133046294	42.92871235496291	had ʁukujne, daχraχda qapgɨr welosiped luwkur.	он отвлекся , зацепившись за камень велосипед падает	kna_pears_alj_6.TextGrid	120
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti gadieše	boys	61.340731671638764	62.205618849548436	hanowus... šuw jik'uutχur q'ak, ti gadieše qɨwɨjne hanowus,	ему, это забыл, шапку, те мальчики отдали ему	kna_pears_alj_6.TextGrid	120
kna	MED	INDEP	ANIM	protagonist	MED	hanowus	boy	62.62259457069821	63.00015953161309	hanowus... šuw jik'uutχur q'ak, ti gadieše qɨwɨjne hanowus,	ему, это забыл, шапку, те мальчики отдали ему	kna_pears_alj_6.TextGrid	120
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemi	man	84.952817533451	85.61051927791276	ti edemi saʔ eqeč'u, ula saʔ.	тот мужик спустился вниз, сверху вниз	kna_pears_alj_6.TextGrid	120
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	Ti χɨnimešiχda	boys	100.49335755163403	101.57556409658191	Ti χɨnimešiχda gʲaʁɨr argɨr,	на тех мальчиков засмотрелся и остался	kna_pears_alj_6.TextGrid	120
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnɨχ xa	boy	105.32308390022676	105.9639558838569	ti χɨnɨχ xa χala qaˤrχɨˤr	тот мальчик тоже доиой пошел	kna_pears_alj_6.TextGrid	120
kna	MED	INDEP	ANIM	secondary character	MED	hanuw	man2	31.929517177598978	32.232447204379525	Bejda xuʔ jirq'ɨr maddɨ edemi, hanuw ǯibra q'ičʷilkara χaj c'iʔ.	рядом проходит другой человек он за собой тащит козу	kna_pears_hdz_7.TextGrid	195
kna	MED	ADNOM	ANIM	secondary character	MED_NP	Ha edemi	man2	36.06028475754566	36.53443610381086	Ha edemi haˤrχɨˤr haя tiʔ.	этот человек прошел оттуда	kna_pears_hdz_7.TextGrid	195
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	boy	48.81788343925196	49.015446500195786	Xele hagur [...] edemies jüǯ haǯargʷad,	потом увидев что человек не видит его	kna_pears_hdz_7.TextGrid	195
kna	PROX	INDEP	ANIM	protagonist	PROX	minowɨs	boy	56.88962857145403	57.315486725044074	Jiina rɨˤq'aˤ, minowɨs rɨˤq'a gɨˤrχɨˤr sa rɨš welisipeda hana riid.	уезжая по дороге ему встречается олна девушка на велосипеде	kna_pears_hdz_7.TextGrid	195
kna	DIST	INDEP	ANIM	secondary character	DIST	Tinowɨχda	girl	60.563670528515	61.08611506745536	Tinowɨχda gʲaɢara, minowdaa...	засмотревшись на нее, у него (с рук)	kna_pears_hdz_7.TextGrid	195
kna	PROX	INDEP	ANIM	protagonist	PROX	minowdaa	boy	63.11470003499867	63.77324357147811	Tinowɨχda gʲaɢara, minowdaa...	засмотревшись на нее, у него (с рук)	kna_pears_hdz_7.TextGrid	195
kna	PROX	INDEP	ANIM	protagonist	PROX	minowɨs	boy	75.22870001227662	75.6282164244075	Jahmiš q'ɨɨr minowɨs kumag hɨɨr,	собрав помогли ему	kna_pears_hdz_7.TextGrid	195
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	boy	83.6512323091141	84.08587104319054	haˤrχɨˤr χɨnɨχ, χɨnimer tiʔna haˤtχɨˤr, jüǯ [R dalьše] haˤrχɨˤr.	пошел мальчик мальчики туда ушли сам тоже дальше пошел	kna_pears_hdz_7.TextGrid	195
kna	PROX	INDEP	ANIM	protagonist	PROX	minuw	boy	89.92372485569334	90.5778781019296	Xele... minuw χɨnimešis sakar hɨwɨr diš, ti χɨnimer tiika dɨxɨr hargʷara, šlʲapa sejirani jiʔi.	потом... он мальчикам ничего не дал те мальчики туда пойдя  видят что шляпа валяется	kna_pears_hdz_7.TextGrid	195
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnimer	boys	92.88231468274701	93.41793009241695	Xele... minuw χɨnimešis sakar hɨwɨr diš, ti χɨnimer tiika dɨxɨr hargʷara, šlʲapa sejirani jiʔi.	потом... он мальчикам ничего не дал те мальчики туда пойдя  видят что шляпа валяется	kna_pears_hdz_7.TextGrid	195
kna	PROX	INDEP	ANIM	protagonist	PROX	minowda	boy	98.50692393020759	99.00741701793197	Haя leq'ešur šlʲapa minowda q'ɨwɨjne, hanuw hɨwɨr xib χɨˤr, xibdɨ χɨnχɨs xib χɨˤr hɨwɨr.	потом после того как вернули шляпу ему он дает троим три груши мальчикам  три груши дает	kna_pears_hdz_7.TextGrid	195
kna	MED	INDEP	ANIM	protagonist	MED	hanuw	boy	99.46809687624061	99.88078415910105	Haя leq'ešur šlʲapa minowda q'ɨwɨjne, hanuw hɨwɨr xib χɨˤr, xibdɨ χɨnχɨs xib χɨˤr hɨwɨr.	потом после того как вернули шляпу ему он дает троим три груши мальчикам  три груши дает	kna_pears_hdz_7.TextGrid	195
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	107.00703784936846	107.6058615417243	[R a] mid ǯudɨ müq'ʷaˤ q'aˤrχɨˤr.	а он в свое село пошел (поехал).	kna_pears_hdz_7.TextGrid	195
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	107.71488212575693	108.01781215253747	[R a] mid ǯudɨ müq'ʷaˤ q'aˤrχɨˤr.	а он в свое село пошел (поехал).	kna_pears_hdz_7.TextGrid	195
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemi	man	110.16155221363775	110.69716762330769	[R A] ti edemi ula saʔ seq'eč'ur gʲaq'ɨd, karzina mabdiš.	а тот человек спускаясь с дерева вниз видит что карзины нет	kna_pears_hdz_7.TextGrid	195
kna	MED	INDEP	ANIM	protagonist	MED	hanowɨs	man	114.6833562424559	115.00823772045243	Haga hanowɨs howgur, [R čto] karzina mabdišdɨ.	тогда он увидел что карзины нет уже	kna_pears_hdz_7.TextGrid	195
kna	MED	INDEP	ANIM	protagonist	MED	hanowɨs	man	127.39852536582478	127.89023787306277	[R i on] hanowɨs fikɨr wišir [R čto] habiše χɨnimeše kʲahɨɨdeka.	и он ему голову пришло чтот что они мальчики сорвали	kna_pears_hdz_7.TextGrid	195
kna	MED	INDEP	ANIM	protagonist	MED	habiše	boys	129.45536147374213	129.9734157224393	[R i on] hanowɨs fikɨr wišir [R čto] habiše χɨnimeše kʲahɨɨdeka.	и он ему голову пришло чтот что они мальчики сорвали	kna_pears_hdz_7.TextGrid	195
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha edemi	man	30.733102119448837	31.123837951093304	Xele mada ha edemi saʔ seqeč'ur,	потом опять этот мужчина спустившись,	kna_pears_lal_5.TextGrid	122
kna	MED	INDEP	ANIM	protagonist	MED	Habiše	boys	61.736617319357904	62.13174344124556	Habiše kumag hɨɨr hanowus Jaʁmiš qaas karzina uu hiji liqiwxir welosipeda, rɨˤʁaˤ eqijir.	они помогли ему собрать корзину наверх поставив на велосипед, в дорогу отправили	kna_pears_lal_5.TextGrid	122
kna	MED	INDEP	ANIM	protagonist	MED	hanowus	boy	62.79190647002651	63.1475199797254	Habiše kumag hɨɨr hanowus Jaʁmiš qaas karzina uu hiji liqiwxir welosipeda, rɨˤʁaˤ eqijir.	они помогли ему собрать корзину наверх поставив на велосипед, в дорогу отправили	kna_pears_lal_5.TextGrid	122
kna	MED	ADNOM	INANIM	secondary character	MED_NP	had χɨˤr	pears	22.136333509527613	22.59292369482003	had χɨˤr awara t'aka.	эти груши закидывал в карзину	kna_pears_ldm_4.TextGrid	257
kna	MED	INDEP	ANIM	secondary character	MED	Had xa	man2	35.37925101501222	35.73486452471112	Had xa hanowdɨ bejda tiʔ ruura ǯalgɨr, jesalam kalam ǯɨwɨr.	он проходит мимо его не сказав ничего даже не поздоровавшись	kna_pears_ldm_4.TextGrid	257
kna	MED	INDEP	ANIM	protagonist	MED	hanowdɨ	man	35.73486452471112	36.01145281003249	Had xa hanowdɨ bejda tiʔ ruura ǯalgɨr, jesalam kalam ǯɨwɨr.	он проходит мимо его не сказав ничего даже не поздоровавшись	kna_pears_ldm_4.TextGrid	257
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi edemi	man	40.63084371980796	41.192800870937084	Ma mi edemi [...] eteka abɨr q'aˤra hɨɨr lʲaqaˤbhura χuka.	опять этот человек поставиви то что было у него вкарзину залезает на дерево.	kna_pears_ldm_4.TextGrid	257
kna	PROX	INDEP	ANIM	protagonist	PROX	minow	man	45.66971915063664	45.99460062863316	Laʔ leqeč'ur minow χɨˤr kʲaqlawara hukud kaldɨga tinʲa miʔ ruura χɨnɨχ, welisepeda hana.	залез наверх отвлекшись срывая груши снизу подходит мальчик, на велосипеде	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	ANIM	protagonist	MED_NP	had χɨnχɨrɨ	boy	52.49416721673509	53.53447969697758	Jirq'ɨr had χɨnχɨrɨ, miʔ lahɨr tiʔ lahɨr, lepšura χɨˤr ad t'ak ǯudɨ welisepeda uu lilxera.	подойдя этот мальчик, сюда  посмотрел туда посмотрел, берет карзину с грушами и ставит ее на свой велосипед	kna_pears_ldm_4.TextGrid	257
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	57.289076477450315	57.56127447252848	Jirq'ɨr had χɨnχɨrɨ, miʔ lahɨr tiʔ lahɨr, lepšura χɨˤr ad t'ak ǯudɨ welisepeda uu lilxera.	подойдя этот мальчик, сюда  посмотрел туда посмотрел, берет карзину с грушами и ставит ее на свой велосипед	kna_pears_ldm_4.TextGrid	257
kna	PROX	INDEP	ANIM	protagonist	PROX	mid xa	boy	60.343871275403224	60.71265565583171	Uu lixir mid xa uu leqeč'ur,	ставит наверх и сам залезает	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	ANIM	protagonist	MED_COMPLEX_NP	uu had χuka had edemies	man	64.24469530078656	65.49899014423191	Nu mi uu had χuka had edemies χabar adiš.	ну этот человек который на дереве не знает об этом	kna_pears_ldm_4.TextGrid	257
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	67.43055166570096	67.6281147266448	Ha mid rɨˤqaˤ jiina χaqɨna χɨˤrbɨr,	тогда он по дороге с грушами едя	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	ANIM	secondary character	MED_NP	Had rɨšekan	girl	74.94094503859564	75.82997881284285	Had rɨšekan misa rɨšʲa hukujne mid dahras xura jɨχɨˤr weliseped luwurkara.	с этой девушкой  так на девушку посмотрев ударяется в камень и велосипед падает	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	ANIM	protagonist	MED_NP	Had χɨnimeše	boys	87.25276619072187	87.96399321011965	Had χɨnimeše kumag haara χɨˤr xa Jahmiš kawaas ara xa aq'ʷɨɨr,	эти мальчики  помогают собрать груши и кладут их	kna_pears_ldm_4.TextGrid	257
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	93.24038391945014	93.66404692791858	uu saqahur, siqirgara [mid].	сажают его и отпускают	kna_pears_ldm_4.TextGrid	257
kna	PROX	INDEP	ANIM	protagonist	PROX	minowdɨ	boy	98.24850573684974	98.67216874531816	huq'li had šapk'a minowdɨ rɨˤɢa sejira.	шапка которая на головке была валяется на дороге	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	INANIM	secondary character	MED_NP	ha šapk'a	hat	102.00501674061107	102.51648555394343	ha šapk'a xa q'ɨwɨlc'ara mi χɨnχɨ uu.	эту шапку отдают этому мальчику	kna_pears_ldm_4.TextGrid	257
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnχɨ	boy	103.25792802276855	103.6574444348994	ha šapk'a xa q'ɨwɨlc'ara mi χɨnχɨ uu.	эту шапку отдают этому мальчику	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha χɨnχɨra	boy	105.52404627932295	106.00697820607452	Xele ha χɨnχɨra ehip'ir t'aka wɨlc'ara xib χɨˤr.	потом этот мальчик из карзины дает три груши	kna_pears_ldm_4.TextGrid	257
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimer	boys	109.13177629950107	109.91105281766838	[...] mi χɨnimer χɨˤr wiilera qudhura.	эти мальчики кушая груши уходят	kna_pears_ldm_4.TextGrid	257
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemi	man	113.1188329362093	113.60615515320407	Ha dekɨe ula ti edemi saʔ eqeč'ur χɨˤr kʲaqlawad.	в это время сверху вниз спукается мужик который груши срывал	kna_pears_ldm_4.TextGrid	257
kna	DIST	ADNOM	INANIM	secondary character	DIST_NP	ti ac'ɨd xa	basket	123.11621494151643	123.65402549630795	Sa mada, sa Jarɨmčuχdɨ jii, sa ac'ɨd, i ti ac'ɨd xa madiš.	одна осталась одна неполная одна полная и той полной нет	kna_pears_ldm_4.TextGrid	257
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha χanimešdɨ	boys	129.76099264543626	130.43568608401117	Xele kande, begida tiʔ χɨnimer duruura, χɨˤr xa wiilera xibɨr saka χɨnɨχ, ha χanimešdɨ ǯibra lahɨr argara.	потом  рядом проходят мальчики  кушая груши все три мальчика за этими мальчиками смотря остается	kna_pears_ldm_4.TextGrid	257
kna	MED	INDEP	ANIM	secondary character	MED	had	man2	18.278247555097973	18.61190961358089	sa edemi jirq'ɨr c'ih χana haja had uˤtmiš jišir ǯukla	один человек шел козу ведя оттуда он мимо прошел от него	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯukla	man	19.244111408601157	19.722653045109553	sa edemi jirq'ɨr c'ih χana haja had uˤtmiš jišir ǯukla	один человек шел козу ведя оттуда он мимо прошел от него	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯu	man	20.798636977054972	20.952297135566845	ha aala tiʔ ǯu karzinaje aʔara χɨˤrbɨr	снизу туда он в корзину сыпет груши	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	man	23.73467803833395	24.04199835535769	ǯibra s... jüǯ laʔ leč'ujne sa χɨnɨχ ruʔuraj	после как он поднялся, один мальчик идет	kna_pears_man_13.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi edemijes	man	30.03012926928098	30.57891554968052	welikakʷan jirq'ɨr mi edemijes ʁargʷardiš χɨnɨχ	на велосипеде приехал, тот человек мальчика не увидел	kna_pears_man_13.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnχɨra	boy	32.83102195554198	33.93737509682745	mi χɨnχɨra saʔ seč'ur	это мальчик, вниз спустился.	kna_pears_man_13.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi edemijes	man	42.24021722704226	42.74071031476664	ǯibra karzina dagul haʔara, mi edemijes ʁargʷardiš dagul waʔaga χɨnχɨra	потом корзину крадет, этот человек не увидел как мальчик украл	kna_pears_man_13.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	45.35759105982183	45.64295992562959	mid qiʔi welika uuxa liwxir χɨnɨχ	он обратно на велике сверху поставил, парень	kna_pears_man_13.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	qiʔina	boy	54.14766034477932	54.34961369596635	ǯibra uže qiʔina	потом, уже возвращаясь	kna_pears_man_13.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	54.74034952761082	55.113524198282505	mid welika ʁana	он на велике	kna_pears_man_13.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	59.18425644960045	59.39060009103068	mid dahras šuw wišir	он на камень это самое	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	68.9489701685475	69.25190019532805	ǯudɨ χɨˤrbɨrxa ǯudɨ karzina qɨwɨlc'ara	его груши его корзину отдали назад	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	70.3492652049768	70.5951214585958	ǯudɨ χɨˤrbɨrxa ǯudɨ karzina qɨwɨlc'ara	его груши его корзину отдали назад	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	72.59270351925012	72.82538890213952	ǯudɨ huq'liila šlʲapaxa saʔ ipxura	с его головы шляпа тоже слетает	kna_pears_man_13.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimiše	boys	74.85874129385802	75.39435670352796	mi χɨnimiše mi šlʲapa qɨwɨjne minowa harnowus sa-sa χɨˤr wɨlc'ara	эти дети когда шляпу вернули, он каждому по одной груши дал	kna_pears_man_13.TextGrid	187
kna	PROX	ADNOM	INANIM	secondary character	PROX_NP	mi šlʲapa	hat	75.54505250557833	76.04993588354588	mi χɨnimiše mi šlʲapa qɨwɨjne minowa harnowus sa-sa χɨˤr wɨlc'ara	эти дети когда шляпу вернули, он каждому по одной груши дал	kna_pears_man_13.TextGrid	187
